sensor_type,temperature,humidity,soilMoisture,lightIntensity,ECO2,fanState,lightState,humidifierState,blueLightState,coolerState,timestamp
chestnut,26.3,92.7,1,416,746,False,False,False,True,False,2025-03-23 04:19:13.506
chestnut,26.4,92.5,1,432,802,False,False,False,True,False,2025-03-23 04:19:29.966
chestnut,26.5,92.4,1,423,767,False,False,False,True,False,2025-03-23 04:19:46.459
chestnut,26.5,92.1,1,429,833,False,False,False,True,False,2025-03-23 04:20:02.939
chestnut,26.6,91.8,1,420,833,False,False,False,True,False,2025-03-23 04:20:19.426
chestnut,26.7,91.6,1,511,825,False,False,False,True,False,2025-03-23 04:20:35.914
chestnut,26.7,91.3,1,439,849,False,False,False,True,False,2025-03-23 04:20:52.414
chestnut,26.8,91.0,1,434,844,False,False,False,True,False,2025-03-23 04:21:08.898
chestnut,26.8,90.8,1,425,853,False,False,False,True,False,2025-03-23 04:21:25.394
chestnut,26.9,90.6,1,435,869,False,False,False,True,False,2025-03-23 04:21:41.872
chestnut,26.9,90.3,1,448,885,False,False,False,True,False,2025-03-23 04:21:58.356
chestnut,27.0,90.2,1,433,879,False,False,False,True,False,2025-03-23 04:22:14.955
chestnut,27.0,90.0,1,435,875,False,False,False,True,False,2025-03-23 04:22:31.438
chestnut,27.1,89.8,1,448,883,False,False,False,True,False,2025-03-23 04:22:47.911
chestnut,27.1,89.7,1,447,913,False,False,False,True,False,2025-03-23 04:23:04.413
chestnut,27.0,80.9,1,330,559,True,False,True,True,False,2025-03-23 04:23:41.288
chestnut,26.8,86.3,1,433,463,True,False,True,True,False,2025-03-23 04:23:57.661
chestnut,26.4,87.9,1,403,437,True,False,True,True,False,2025-03-23 04:24:16.082
chestnut,26.0,90.3,1,543,400,False,False,False,True,False,2025-03-23 04:24:32.666
chestnut,25.9,91.9,1,526,526,False,False,False,True,False,2025-03-23 04:24:49.361
chestnut,26.0,92.5,1,546,571,False,False,False,True,False,2025-03-23 04:25:05.364
chestnut,26.0,92.8,1,545,510,False,False,False,True,False,2025-03-23 04:25:22.228
chestnut,26.1,93.3,1,480,568,False,False,False,True,False,2025-03-23 04:25:38.920
chestnut,26.1,93.3,1,432,595,False,False,False,True,False,2025-03-23 04:25:55.511
chestnut,26.2,93.3,1,496,729,False,False,False,True,False,2025-03-23 04:26:12.300
chestnut,26.3,93.1,1,428,750,False,False,False,True,False,2025-03-23 04:26:28.688
chestnut,26.3,92.9,1,466,801,False,False,False,True,False,2025-03-23 04:26:45.178
chestnut,26.4,92.8,1,467,814,False,False,False,True,False,2025-03-23 04:27:01.666
chestnut,26.5,92.4,1,461,803,False,False,False,True,False,2025-03-23 04:27:18.154
chestnut,26.6,92.2,1,462,835,False,False,False,True,False,2025-03-23 04:27:34.632
chestnut,26.6,92.1,1,461,815,False,False,False,True,False,2025-03-23 04:27:51.113
chestnut,26.7,91.8,1,454,847,False,False,False,True,False,2025-03-23 04:28:07.497
chestnut,26.7,91.7,1,419,814,False,False,False,True,False,2025-03-23 04:28:23.999
chestnut,26.8,91.4,1,445,829,False,False,False,True,False,2025-03-23 04:28:40.486
chestnut,26.8,91.2,1,415,845,False,False,False,True,False,2025-03-23 04:28:56.954
chestnut,26.9,91.0,1,384,839,False,False,False,True,False,2025-03-23 04:29:13.452
chestnut,26.9,90.7,1,497,838,False,False,False,True,False,2025-03-23 04:29:29.950
chestnut,27.0,90.5,1,496,850,False,False,False,True,False,2025-03-23 04:29:46.424
chestnut,27.0,90.2,1,386,863,False,False,False,True,False,2025-03-23 04:30:02.820
chestnut,27.1,90.0,1,464,897,False,False,False,True,False,2025-03-23 04:30:19.293
chestnut,27.1,89.8,1,454,889,True,False,False,True,False,2025-03-23 04:30:38.253
chestnut,27.0,80.7,1,340,526,True,False,True,True,False,2025-03-23 04:30:55.134
chestnut,26.8,85.7,1,432,453,True,False,True,True,False,2025-03-23 04:31:11.937
chestnut,26.4,88.6,1,423,400,True,False,True,True,False,2025-03-23 04:31:28.618
chestnut,26.0,89.8,1,528,400,False,False,True,True,False,2025-03-23 04:31:45.110
chestnut,25.9,92.7,1,560,608,False,False,False,True,False,2025-03-23 04:32:01.463
chestnut,25.9,93.8,1,560,627,False,False,False,True,False,2025-03-23 04:32:18.071
chestnut,25.9,94.3,1,528,611,False,False,False,True,False,2025-03-23 04:32:34.559
chestnut,26.0,94.7,1,499,588,False,False,False,True,False,2025-03-23 04:32:51.047
chestnut,26.1,94.9,1,465,631,False,False,False,True,False,2025-03-23 04:33:07.427
chestnut,26.2,95.1,1,438,699,False,False,False,True,False,2025-03-23 04:33:23.916
chestnut,26.3,95.1,1,463,697,False,False,False,True,False,2025-03-23 04:33:40.538
chestnut,26.4,95.1,1,459,797,False,False,False,True,False,2025-03-23 04:33:57.019
chestnut,26.5,95.1,1,449,815,False,False,False,True,False,2025-03-23 04:34:13.502
chestnut,26.5,95.1,1,446,828,False,False,False,True,False,2025-03-23 04:34:29.974
chestnut,26.6,94.8,1,469,839,False,False,False,True,False,2025-03-23 04:34:46.463
chestnut,26.6,94.7,1,437,839,False,False,False,True,False,2025-03-23 04:35:02.951
chestnut,26.6,94.5,1,448,848,False,False,False,True,False,2025-03-23 04:35:19.450
chestnut,26.6,94.1,1,457,831,False,False,False,True,False,2025-03-23 04:35:35.921
chestnut,26.7,93.9,1,461,866,False,False,False,True,False,2025-03-23 04:35:52.417
chestnut,26.7,93.8,1,440,870,False,False,False,True,False,2025-03-23 04:36:08.906
chestnut,26.8,93.6,1,464,862,False,False,False,True,False,2025-03-23 04:36:25.404
chestnut,26.8,93.2,1,465,844,False,False,False,True,False,2025-03-23 04:36:44.028
chestnut,26.8,92.7,1,403,849,False,False,False,True,False,2025-03-23 04:36:59.994
chestnut,26.9,92.2,1,414,838,False,False,False,True,False,2025-03-23 04:37:15.967
chestnut,26.9,91.5,1,473,857,False,False,False,True,False,2025-03-23 04:37:31.949
chestnut,26.9,91.1,1,444,850,True,False,False,True,False,2025-03-23 04:37:47.908
chestnut,26.8,84.1,1,346,498,True,False,True,True,False,2025-03-23 04:38:04.289
chestnut,26.9,84.2,1,0,627,False,False,True,True,False,2025-03-23 04:38:27.343
chestnut,26.9,90.1,1,591,584,False,False,False,True,False,2025-03-23 04:38:44.035
chestnut,26.8,90.8,1,547,725,False,False,False,True,False,2025-03-23 04:39:00.926
chestnut,26.8,90.4,1,522,665,False,False,False,True,False,2025-03-23 04:39:17.420
chestnut,26.8,90.2,1,496,741,False,False,False,True,False,2025-03-23 04:39:33.812
chestnut,26.8,89.9,1,535,805,False,False,False,True,False,2025-03-23 04:39:51.722
chestnut,26.9,89.9,1,445,832,False,False,False,True,False,2025-03-23 04:40:08.109
chestnut,26.9,89.4,1,434,829,False,False,False,True,False,2025-03-23 04:40:24.393
chestnut,27.0,88.7,1,439,832,False,False,False,True,False,2025-03-23 04:40:40.863
chestnut,27.0,88.1,1,404,811,False,False,False,True,False,2025-03-23 04:40:59.200
chestnut,27.1,86.9,1,448,779,False,False,False,True,False,2025-03-23 04:41:15.276
chestnut,27.1,86.0,1,510,811,False,False,False,True,False,2025-03-23 04:41:31.768
chestnut,27.2,85.0,1,560,758,False,False,True,True,False,2025-03-23 04:41:48.251
chestnut,27.2,89.7,1,603,642,False,False,True,True,False,2025-03-23 04:42:04.738
chestnut,27.1,92.1,1,593,811,False,False,False,True,False,2025-03-23 04:42:21.332
chestnut,27.0,92.4,1,528,858,False,False,False,True,False,2025-03-23 04:42:38.014
chestnut,27.0,92.4,1,485,823,False,False,False,True,False,2025-03-23 04:42:54.595
chestnut,27.1,92.7,1,463,816,False,False,False,True,False,2025-03-23 04:43:11.289
chestnut,27.1,92.6,1,432,807,False,False,False,True,False,2025-03-23 04:43:27.582
chestnut,27.1,93.0,1,465,836,False,False,False,True,False,2025-03-23 04:43:44.062
chestnut,27.2,92.9,1,451,868,False,False,False,True,False,2025-03-23 04:44:00.546
chestnut,27.2,93.1,1,448,855,False,False,False,True,False,2025-03-23 04:44:17.038
chestnut,27.3,92.9,1,455,882,True,False,False,True,False,2025-03-23 04:44:33.517
chestnut,27.0,85.0,1,338,526,True,False,True,True,False,2025-03-23 04:44:50.012
chestnut,26.8,87.0,1,375,424,True,False,True,True,False,2025-03-23 04:45:06.398
chestnut,26.5,89.0,1,405,411,True,False,True,True,False,2025-03-23 04:45:22.887
chestnut,26.1,90.1,1,457,400,False,False,False,True,False,2025-03-23 04:45:39.372
chestnut,26.1,91.8,1,483,575,False,False,False,True,False,2025-03-23 04:45:55.864
chestnut,26.1,92.3,1,531,586,False,False,False,True,False,2025-03-23 04:46:12.347
chestnut,26.2,92.5,1,565,469,False,False,False,True,False,2025-03-23 04:46:28.831
chestnut,26.2,92.4,1,577,463,False,False,False,True,False,2025-03-23 04:46:45.327
chestnut,26.3,92.2,1,585,673,False,False,False,True,False,2025-03-23 04:47:01.796
chestnut,26.3,92.4,1,466,750,False,False,False,True,False,2025-03-23 04:47:18.296
chestnut,26.4,92.2,1,463,736,False,False,False,True,False,2025-03-23 04:47:34.800
chestnut,26.5,92.1,1,446,803,False,False,False,True,False,2025-03-23 04:47:51.285
chestnut,26.6,91.9,1,465,820,False,False,False,True,False,2025-03-23 04:48:07.752
chestnut,26.7,91.8,1,503,820,False,False,False,True,False,2025-03-23 04:48:24.251
chestnut,26.8,91.7,1,445,834,False,False,False,True,False,2025-03-23 04:48:40.728
chestnut,26.8,91.5,1,447,820,False,False,False,True,False,2025-03-23 04:48:57.202
chestnut,26.9,91.3,1,453,847,False,False,False,True,False,2025-03-23 04:49:13.705
chestnut,27.0,90.8,1,444,851,False,False,False,True,False,2025-03-23 04:49:30.202
chestnut,27.0,90.5,1,458,864,False,False,False,True,False,2025-03-23 04:49:50.602
chestnut,27.1,90.2,1,412,865,False,False,False,True,False,2025-03-23 04:50:09.516
chestnut,27.2,90.1,1,417,856,False,False,False,True,False,2025-03-23 04:50:25.905
chestnut,27.2,90.0,1,402,849,False,False,False,True,False,2025-03-23 04:50:42.434
chestnut,27.3,90.2,1,407,871,False,False,False,True,False,2025-03-23 04:50:58.866
chestnut,27.3,89.9,1,443,873,False,False,False,True,False,2025-03-23 04:51:14.839
chestnut,27.3,89.8,1,407,841,False,False,False,True,False,2025-03-23 04:51:30.812
chestnut,27.4,89.6,1,448,874,True,False,False,True,False,2025-03-23 04:51:46.796
chestnut,27.3,82.0,1,283,635,True,False,True,True,False,2025-03-23 04:52:02.766
chestnut,27.1,85.2,1,448,505,True,False,True,True,False,2025-03-23 04:52:18.740
chestnut,26.7,87.6,1,432,438,True,False,True,True,False,2025-03-23 04:52:34.713
chestnut,26.3,89.4,1,405,400,False,False,True,True,False,2025-03-23 04:52:50.835
chestnut,26.2,92.2,1,592,597,False,False,False,True,False,2025-03-23 04:53:07.173
chestnut,26.1,93.3,1,603,600,False,False,False,True,False,2025-03-23 04:53:23.663
chestnut,26.1,93.9,1,528,602,False,False,False,True,False,2025-03-23 04:53:40.150
chestnut,26.2,94.3,1,527,582,False,False,False,True,False,2025-03-23 04:53:56.639
chestnut,26.3,94.5,1,546,706,False,False,False,True,False,2025-03-23 04:54:13.135
chestnut,26.5,94.8,1,460,728,False,False,False,True,False,2025-03-23 04:54:29.607
chestnut,26.5,94.9,1,452,658,False,False,False,True,False,2025-03-23 04:54:46.088
chestnut,26.6,94.8,1,449,815,False,False,False,True,False,2025-03-23 04:55:02.583
chestnut,26.6,94.6,1,436,830,False,False,False,True,False,2025-03-23 04:55:19.167
chestnut,26.7,94.6,1,418,829,False,False,False,True,False,2025-03-23 04:55:35.644
chestnut,26.8,94.6,1,448,839,False,False,False,True,False,2025-03-23 04:55:52.141
chestnut,26.8,94.3,1,419,846,False,False,False,True,False,2025-03-23 04:56:08.624
chestnut,26.9,94.1,1,464,864,False,False,False,True,False,2025-03-23 04:56:25.105
chestnut,26.9,93.9,1,430,860,False,False,False,True,False,2025-03-23 04:56:41.590
chestnut,27.0,93.8,1,466,885,False,False,False,True,False,2025-03-23 04:56:57.594
chestnut,27.0,93.5,1,448,885,False,False,False,True,False,2025-03-23 04:57:13.555
chestnut,27.0,93.3,1,454,841,False,False,False,True,False,2025-03-23 04:57:29.947
chestnut,27.1,93.1,1,449,915,False,False,False,True,False,2025-03-23 04:57:46.436
chestnut,27.1,92.8,1,419,898,False,False,False,True,False,2025-03-23 04:58:02.911
chestnut,27.2,92.5,1,416,879,False,False,False,True,False,2025-03-23 04:58:19.509
chestnut,27.2,92.3,1,451,884,False,False,False,True,False,2025-03-23 04:58:35.981
chestnut,27.3,92.0,1,420,930,True,False,False,True,False,2025-03-23 04:58:52.477
chestnut,27.0,84.4,1,320,596,True,False,True,True,False,2025-03-23 04:59:08.957
chestnut,26.9,85.5,1,400,440,True,False,True,True,False,2025-03-23 04:59:25.450
chestnut,26.6,87.8,1,489,400,True,False,True,True,False,2025-03-23 04:59:41.923
chestnut,26.2,89.6,1,459,413,False,False,True,True,False,2025-03-23 04:59:58.412
chestnut,26.1,92.7,1,598,615,False,False,False,True,False,2025-03-23 05:00:14.910
chestnut,26.0,93.6,1,541,600,False,False,False,True,False,2025-03-23 05:00:31.379
chestnut,26.1,94.1,1,563,613,False,False,False,True,False,2025-03-23 05:00:47.874
chestnut,26.2,94.3,1,560,592,False,False,False,True,False,2025-03-23 05:01:04.462
chestnut,26.3,94.7,1,492,610,False,False,False,True,False,2025-03-23 05:01:20.953
chestnut,26.4,94.9,1,466,774,False,False,False,True,False,2025-03-23 05:01:37.436
chestnut,26.5,95.0,1,406,766,False,False,False,True,False,2025-03-23 05:01:53.949
chestnut,26.6,95.0,1,469,804,False,False,False,True,False,2025-03-23 05:02:10.426
chestnut,26.6,95.0,1,461,830,False,False,False,True,False,2025-03-23 05:02:26.909
chestnut,26.7,95.0,1,477,822,False,False,False,True,False,2025-03-23 05:02:43.493
chestnut,26.7,94.9,1,464,839,False,False,False,True,False,2025-03-23 05:02:59.978
chestnut,26.8,94.6,1,448,849,False,False,False,True,False,2025-03-23 05:03:16.453
chestnut,26.9,94.6,1,447,855,False,False,False,True,False,2025-03-23 05:03:33.055
chestnut,26.9,94.4,1,537,888,False,False,False,True,False,2025-03-23 05:03:49.561
chestnut,27.0,94.3,1,464,886,False,False,False,True,False,2025-03-23 05:04:06.036
chestnut,27.0,94.0,1,468,892,False,False,False,True,False,2025-03-23 05:04:22.628
chestnut,27.0,93.8,1,467,899,False,False,False,True,False,2025-03-23 05:04:39.209
chestnut,27.1,93.7,1,458,906,False,False,False,True,False,2025-03-23 05:04:55.697
chestnut,27.1,93.3,1,427,927,False,False,False,True,False,2025-03-23 05:05:12.177
chestnut,27.2,93.2,1,431,918,False,False,False,True,False,2025-03-23 05:05:28.659
chestnut,27.2,93.0,1,431,934,False,False,False,True,False,2025-03-23 05:05:45.141
chestnut,27.3,92.8,1,450,939,True,False,False,True,False,2025-03-23 05:06:01.743
chestnut,27.1,86.0,1,331,619,True,False,False,True,False,2025-03-23 05:06:18.226
chestnut,27.0,78.9,1,325,400,True,False,True,True,False,2025-03-23 05:06:34.709
chestnut,26.9,85.7,1,511,437,True,False,True,True,False,2025-03-23 05:06:51.218
chestnut,26.5,88.4,1,521,446,False,False,True,True,False,2025-03-23 05:07:07.696
chestnut,26.4,91.9,1,626,637,False,False,False,True,False,2025-03-23 05:07:24.168
chestnut,26.3,93.3,1,511,638,False,False,False,True,False,2025-03-23 05:07:42.304
chestnut,26.4,93.6,1,554,633,False,False,False,True,False,2025-03-23 05:07:58.688
chestnut,26.4,94.0,1,563,636,False,False,False,True,False,2025-03-23 05:08:15.172
chestnut,26.5,94.1,1,573,733,False,False,False,True,False,2025-03-23 05:08:31.653
chestnut,26.5,94.2,1,481,807,False,False,False,True,False,2025-03-23 05:08:48.129
chestnut,26.6,94.4,1,528,810,False,False,False,True,False,2025-03-23 05:09:04.672
chestnut,26.7,94.4,1,539,817,False,False,False,True,False,2025-03-23 05:09:21.141
chestnut,26.7,94.2,1,511,829,False,False,False,True,False,2025-03-23 05:09:37.612
chestnut,26.8,94.2,1,505,854,False,False,False,True,False,2025-03-23 05:09:54.106
chestnut,26.8,94.0,1,464,854,False,False,False,True,False,2025-03-23 05:10:10.586
chestnut,26.9,93.9,1,493,845,False,False,False,True,False,2025-03-23 05:10:27.067
chestnut,26.9,93.8,1,499,898,False,False,False,True,False,2025-03-23 05:10:43.547
chestnut,27.0,93.6,1,472,883,False,False,False,True,False,2025-03-23 05:11:00.041
chestnut,27.0,93.5,1,368,885,False,False,False,True,False,2025-03-23 05:11:16.518
chestnut,27.1,93.2,1,450,896,False,False,False,True,False,2025-03-23 05:11:33.009
chestnut,27.1,93.0,1,435,906,False,False,False,True,False,2025-03-23 05:11:49.524
chestnut,27.1,92.7,1,413,913,False,False,False,True,False,2025-03-23 05:12:05.866
chestnut,27.2,92.3,1,407,882,False,False,False,True,False,2025-03-23 05:12:22.372
chestnut,27.3,92.0,1,432,924,False,False,False,True,False,2025-03-23 05:12:38.846
chestnut,27.3,91.7,1,428,940,False,False,False,True,False,2025-03-23 05:12:55.354
chestnut,27.4,91.6,1,415,907,True,False,False,True,False,2025-03-23 05:13:11.923
chestnut,27.2,85.2,1,268,598,True,False,False,True,False,2025-03-23 05:13:28.318
chestnut,27.2,79.2,1,282,400,True,False,True,True,False,2025-03-23 05:13:44.795
chestnut,27.0,86.1,1,450,448,True,False,True,True,False,2025-03-23 05:14:01.284
chestnut,26.7,88.7,1,443,449,False,False,True,True,False,2025-03-23 05:14:17.780
chestnut,26.6,91.9,1,558,642,False,False,False,True,False,2025-03-23 05:14:34.248
chestnut,26.5,93.0,1,627,630,False,False,False,True,False,2025-03-23 05:14:50.629
chestnut,26.5,93.3,1,480,608,False,False,False,True,False,2025-03-23 05:15:07.179
chestnut,26.6,93.7,1,576,649,False,False,False,True,False,2025-03-23 05:15:23.604
chestnut,26.6,93.8,1,539,662,False,False,False,True,False,2025-03-23 05:15:40.120
chestnut,26.7,94.0,1,463,800,False,False,False,True,False,2025-03-23 05:15:56.574
chestnut,26.7,94.2,1,528,810,False,False,False,True,False,2025-03-23 05:16:13.063
chestnut,26.8,94.2,1,468,814,False,False,False,True,False,2025-03-23 05:16:29.787
chestnut,26.8,94.0,1,429,828,False,False,False,True,False,2025-03-23 05:16:46.251
chestnut,26.9,94.2,1,492,839,False,False,False,True,False,2025-03-23 05:17:02.738
chestnut,26.9,94.0,1,464,864,False,False,False,True,False,2025-03-23 05:17:19.222
chestnut,27.0,93.9,1,459,871,False,False,False,True,False,2025-03-23 05:17:35.728
chestnut,27.0,93.7,1,323,831,False,False,False,True,False,2025-03-23 05:17:52.197
chestnut,27.1,93.6,1,406,885,False,False,False,True,False,2025-03-23 05:18:09.311
chestnut,27.1,93.4,1,423,895,False,False,False,True,False,2025-03-23 05:18:25.784
chestnut,27.1,93.0,1,425,876,False,False,False,True,False,2025-03-23 05:18:42.262
chestnut,27.1,92.6,1,399,886,False,False,False,True,False,2025-03-23 05:18:58.750
chestnut,27.2,91.9,1,430,852,False,False,False,True,False,2025-03-23 05:19:15.237
chestnut,27.2,91.0,1,447,830,False,False,False,True,False,2025-03-23 05:19:31.725
chestnut,27.2,90.3,1,419,840,False,False,False,True,False,2025-03-23 05:19:48.122
chestnut,27.2,89.8,1,443,865,False,False,False,True,False,2025-03-23 05:20:04.704
chestnut,27.3,89.6,1,431,838,True,False,False,True,False,2025-03-23 05:20:21.219
chestnut,27.2,82.0,1,321,498,True,False,True,True,False,2025-03-23 05:20:37.676
chestnut,27.0,86.4,1,400,425,True,False,True,True,False,2025-03-23 05:20:54.171
chestnut,26.7,88.2,1,428,400,True,False,True,True,False,2025-03-23 05:21:10.643
chestnut,26.3,90.1,1,430,400,False,False,False,True,False,2025-03-23 05:21:27.135
chestnut,26.2,91.7,1,425,498,False,False,False,True,False,2025-03-23 05:21:43.637
chestnut,26.2,92.3,1,471,529,False,False,False,True,False,2025-03-23 05:22:00.232
chestnut,26.2,92.4,1,449,491,False,False,False,True,False,2025-03-23 05:22:16.701
chestnut,26.3,92.6,1,542,579,False,False,False,True,False,2025-03-23 05:22:33.177
chestnut,26.4,92.7,1,545,595,False,False,False,True,False,2025-03-23 05:22:49.665
chestnut,26.5,92.8,1,432,691,False,False,False,True,False,2025-03-23 05:23:06.076
chestnut,26.5,92.7,1,469,713,False,False,False,True,False,2025-03-23 05:23:22.653
chestnut,26.6,92.5,1,447,709,False,False,False,True,False,2025-03-23 05:23:39.047
chestnut,26.7,92.4,1,467,804,False,False,False,True,False,2025-03-23 05:23:55.518
chestnut,26.8,92.1,1,473,827,False,False,False,True,False,2025-03-23 05:24:11.996
chestnut,26.8,91.9,1,423,806,False,False,False,True,False,2025-03-23 05:24:28.510
chestnut,26.9,91.5,1,401,836,False,False,False,True,False,2025-03-23 05:24:44.996
chestnut,26.9,91.2,1,448,839,False,False,False,True,False,2025-03-23 05:25:01.469
chestnut,27.0,91.0,1,483,858,False,False,False,True,False,2025-03-23 05:25:18.992
chestnut,27.1,90.7,1,432,875,False,False,False,True,False,2025-03-23 05:25:35.459
chestnut,27.1,90.4,1,433,869,False,False,False,True,False,2025-03-23 05:25:52.179
chestnut,27.2,89.8,1,448,871,False,False,False,True,False,2025-03-23 05:26:08.950
chestnut,27.2,89.7,1,843,870,False,False,False,True,False,2025-03-23 05:26:25.330
chestnut,27.3,89.6,1,416,890,False,False,False,True,False,2025-03-23 05:26:41.813
chestnut,27.3,89.8,1,400,846,False,False,False,True,False,2025-03-23 05:26:58.341
chestnut,27.4,89.5,1,451,842,False,False,False,True,False,2025-03-23 05:27:14.790
chestnut,27.3,78.9,1,290,480,True,False,True,True,False,2025-03-23 05:27:52.075
chestnut,27.1,85.0,1,405,400,True,False,True,True,False,2025-03-23 05:28:08.969
chestnut,26.7,87.7,1,436,400,True,False,True,True,False,2025-03-23 05:28:25.761
chestnut,26.3,89.5,1,412,400,False,False,True,True,False,2025-03-23 05:28:42.452
chestnut,26.2,92.7,1,528,572,False,False,False,True,False,2025-03-23 05:28:58.847
chestnut,26.2,93.8,1,554,546,False,False,False,True,False,2025-03-23 05:29:15.321
chestnut,26.3,94.5,1,498,568,False,False,False,True,False,2025-03-23 05:29:51.264
chestnut,26.4,94.7,1,497,609,False,False,False,True,False,2025-03-23 05:30:09.274
chestnut,26.5,94.9,1,433,689,False,False,False,True,False,2025-03-23 05:30:27.193
chestnut,26.6,95.0,1,431,749,False,False,False,True,False,2025-03-23 05:30:43.587
chestnut,26.7,95.0,1,442,779,False,False,False,True,False,2025-03-23 05:30:59.960
chestnut,26.7,94.9,1,440,811,False,False,False,True,False,2025-03-23 05:31:16.754
chestnut,26.8,94.8,1,427,718,False,False,False,True,False,2025-03-23 05:31:35.189
chestnut,26.8,94.7,1,406,835,False,False,False,True,False,2025-03-23 05:31:51.180
chestnut,26.9,94.6,1,430,841,False,False,False,True,False,2025-03-23 05:32:07.451
chestnut,26.9,94.4,1,448,821,False,False,False,True,False,2025-03-23 05:32:23.939
chestnut,27.0,94.3,1,503,850,False,False,False,True,False,2025-03-23 05:32:40.436
chestnut,27.0,94.1,1,470,874,False,False,False,True,False,2025-03-23 05:32:56.929
chestnut,27.1,94.0,1,465,817,False,False,False,True,False,2025-03-23 05:33:12.886
chestnut,27.1,93.8,1,430,871,False,False,False,True,False,2025-03-23 05:33:29.383
chestnut,27.2,93.5,1,467,848,False,False,False,True,False,2025-03-23 05:33:45.862
chestnut,27.2,93.4,1,511,847,False,False,False,True,False,2025-03-23 05:34:02.335
chestnut,27.2,93.2,1,476,876,False,False,False,True,False,2025-03-23 05:34:18.827
chestnut,27.2,92.8,1,464,886,False,False,False,True,False,2025-03-23 05:34:35.316
chestnut,27.3,92.8,1,451,845,True,False,False,True,False,2025-03-23 05:34:51.804
chestnut,27.1,86.6,1,330,596,True,False,False,True,False,2025-03-23 05:35:08.289
chestnut,27.1,79.6,1,327,400,True,False,True,True,False,2025-03-23 05:35:24.784
chestnut,26.9,86.3,1,532,413,True,False,True,True,False,2025-03-23 05:35:43.121
chestnut,26.5,89.0,1,496,400,False,False,True,True,False,2025-03-23 05:35:59.087
chestnut,26.4,92.4,1,691,607,False,False,False,True,False,2025-03-23 05:36:15.573
chestnut,26.3,93.6,1,599,597,False,False,False,True,False,2025-03-23 05:36:32.060
chestnut,26.4,94.0,1,567,610,False,False,False,True,False,2025-03-23 05:36:48.543
chestnut,26.4,94.3,1,583,577,False,False,False,True,False,2025-03-23 05:37:05.023
chestnut,26.5,94.6,1,554,587,False,False,False,True,False,2025-03-23 05:37:21.536
chestnut,26.6,94.7,1,528,681,False,False,False,True,False,2025-03-23 05:37:38.010
chestnut,26.6,94.6,1,533,773,False,False,False,True,False,2025-03-23 05:37:54.504
chestnut,26.8,94.6,1,415,811,False,False,False,True,False,2025-03-23 05:38:10.979
chestnut,26.8,94.5,1,503,807,False,False,False,True,False,2025-03-23 05:38:27.491
chestnut,26.8,94.4,1,555,824,False,False,False,True,False,2025-03-23 05:38:44.068
chestnut,26.8,94.2,1,426,816,False,False,False,True,False,2025-03-23 05:39:00.546
chestnut,26.9,94.1,1,528,802,False,False,False,True,False,2025-03-23 05:39:17.029
chestnut,26.9,93.9,1,529,804,False,False,False,True,False,2025-03-23 05:39:33.508
chestnut,27.0,93.4,1,470,848,False,False,False,True,False,2025-03-23 05:39:49.989
chestnut,27.0,93.3,1,461,834,False,False,False,True,False,2025-03-23 05:40:06.587
chestnut,27.1,92.8,1,436,860,False,False,False,True,False,2025-03-23 05:40:23.063
chestnut,27.1,92.4,1,428,844,False,False,False,True,False,2025-03-23 05:40:39.567
chestnut,27.1,92.1,1,423,877,False,False,False,True,False,2025-03-23 05:40:56.051
chestnut,27.2,91.7,1,411,872,False,False,False,True,False,2025-03-23 05:41:12.527
chestnut,27.3,91.4,1,453,848,False,False,False,True,False,2025-03-23 05:41:29.017
chestnut,27.3,91.1,1,511,846,False,False,False,True,False,2025-03-23 05:41:45.511
chestnut,27.4,90.7,1,427,861,True,False,False,True,False,2025-03-23 05:42:01.987
chestnut,27.2,83.7,1,350,533,True,False,True,True,False,2025-03-23 05:42:18.474
chestnut,27.1,86.6,1,419,505,True,False,True,True,False,2025-03-23 05:42:34.960
chestnut,26.8,89.4,1,560,463,True,False,True,True,False,2025-03-23 05:42:51.452
chestnut,26.4,90.3,1,431,455,False,False,False,True,False,2025-03-23 05:43:07.942
chestnut,26.3,92.0,1,479,594,False,False,False,True,False,2025-03-23 05:43:24.426
chestnut,26.4,92.6,1,574,671,False,False,False,True,False,2025-03-23 05:43:40.935
chestnut,26.4,93.0,1,542,593,False,False,False,True,False,2025-03-23 05:43:57.407
chestnut,26.5,93.2,1,559,571,False,False,False,True,False,2025-03-23 05:44:13.898
chestnut,26.6,93.3,1,509,663,False,False,False,True,False,2025-03-23 05:44:30.378
chestnut,26.7,93.4,1,468,755,False,False,False,True,False,2025-03-23 05:44:46.866
chestnut,26.7,93.1,1,468,802,False,False,False,True,False,2025-03-23 05:45:03.345
chestnut,26.8,93.0,1,464,815,False,False,False,True,False,2025-03-23 05:45:19.835
chestnut,26.9,92.7,1,479,819,False,False,False,True,False,2025-03-23 05:45:36.310
chestnut,26.9,92.5,1,438,830,False,False,False,True,False,2025-03-23 05:45:52.813
chestnut,27.0,92.4,1,449,840,False,False,False,True,False,2025-03-23 05:46:09.398
chestnut,27.1,92.1,1,463,840,False,False,False,True,False,2025-03-23 05:46:25.874
chestnut,27.1,91.9,1,422,858,False,False,False,True,False,2025-03-23 05:46:43.506
chestnut,27.2,91.7,1,462,865,False,False,False,True,False,2025-03-23 05:46:59.994
chestnut,27.2,91.5,1,407,873,False,False,False,True,False,2025-03-23 05:47:16.585
