sensor_type,temperature,humidity,soilMoisture,lightIntensity,timestamp
oyster,28.1,87.2,18.0,62.0,2024-12-29 09:18:37.017
oyster,28.1,88.1,18.0,63.0,2024-12-29 09:18:42.401
oyster,28.1,88.7,19.0,64.0,2024-12-29 09:18:48.244
oyster,28.1,88.0,19.0,63.0,2024-12-29 09:18:53.424
oyster,28.1,88.6,18.0,62.0,2024-12-29 09:18:58.752
oyster,28.1,89.1,18.0,64.0,2024-12-29 09:19:03.929
oyster,28.1,88.8,18.0,62.0,2024-12-29 09:19:09.045
oyster,28.1,86.8,19.0,65.0,2024-12-29 09:19:14.339
oyster,28.1,86.2,18.0,61.0,2024-12-29 09:19:19.701
oyster,28.0,86.5,18.0,62.0,2024-12-29 09:19:24.866
oyster,28.0,87.1,19.0,63.0,2024-12-29 09:19:30.130
oyster,28.0,87.3,19.0,64.0,2024-12-29 09:19:35.560
oyster,28.1,87.5,19.0,65.0,2024-12-29 09:19:40.714
oyster,28.0,86.9,18.0,64.0,2024-12-29 09:19:46.373
oyster,28.0,85.5,19.0,62.0,2024-12-29 09:19:51.626
oyster,28.0,85.5,18.0,62.0,2024-12-29 09:19:56.967
oyster,28.0,85.7,19.0,63.0,2024-12-29 09:20:02.577
oyster,28.0,86.0,19.0,64.0,2024-12-29 09:20:07.777
oyster,28.0,85.8,19.0,62.0,2024-12-29 09:20:13.393
oyster,28.0,85.6,18.0,62.0,2024-12-29 09:20:18.873
oyster,28.0,85.9,18.0,62.0,2024-12-29 09:20:24.075
oyster,28.0,86.8,19.0,67.0,2024-12-29 09:20:29.502
oyster,28.0,87.4,19.0,64.0,2024-12-29 09:20:35.256
oyster,28.0,86.5,18.0,62.0,2024-12-29 09:20:40.440
oyster,28.0,86.0,19.0,64.0,2024-12-29 09:20:45.780
oyster,28.0,86.5,18.0,62.0,2024-12-29 09:20:51.003
oyster,28.0,87.1,19.0,64.0,2024-12-29 09:20:56.707
oyster,28.0,87.9,19.0,63.0,2024-12-29 09:21:01.957
oyster,28.0,88.9,19.0,63.0,2024-12-29 09:21:07.170
oyster,28.0,89.6,18.0,64.0,2024-12-29 09:21:12.639
oyster,28.0,89.8,18.0,63.0,2024-12-29 09:21:17.784
oyster,28.0,89.9,18.0,62.0,2024-12-29 09:21:22.938
oyster,28.0,90.0,19.0,66.0,2024-12-29 09:21:28.365
oyster,28.0,90.1,19.0,64.0,2024-12-29 09:21:33.705
oyster,28.0,90.4,19.0,65.0,2024-12-29 09:21:38.914
oyster,28.0,90.7,19.0,62.0,2024-12-29 09:21:44.442
oyster,28.0,91.1,18.0,62.0,2024-12-29 09:21:49.600
oyster,28.0,91.3,19.0,63.0,2024-12-29 09:21:55.085
oyster,28.0,91.7,19.0,63.0,2024-12-29 09:22:00.287
oyster,28.0,91.9,18.0,61.0,2024-12-29 09:22:05.752
oyster,28.0,92.1,19.0,63.0,2024-12-29 09:22:11.090
oyster,28.1,92.3,19.0,63.0,2024-12-29 09:22:16.607
oyster,28.1,92.4,18.0,61.0,2024-12-29 09:22:22.364
oyster,28.1,92.6,18.0,60.0,2024-12-29 09:22:27.884
oyster,28.1,92.8,18.0,61.0,2024-12-29 09:22:33.309
oyster,28.1,92.8,18.0,61.0,2024-12-29 09:22:38.764
oyster,28.1,92.9,18.0,61.0,2024-12-29 09:22:44.037
oyster,28.1,93.1,18.0,64.0,2024-12-29 09:22:49.368
oyster,28.1,93.0,18.0,59.0,2024-12-29 09:22:54.789
oyster,28.2,93.1,18.0,63.0,2024-12-29 09:23:00.347
oyster,28.1,93.1,18.0,64.0,2024-12-29 09:23:05.951
oyster,28.2,93.2,19.0,64.0,2024-12-29 09:23:11.205
oyster,28.2,93.2,19.0,64.0,2024-12-29 09:23:16.617
oyster,28.2,93.4,19.0,63.0,2024-12-29 09:23:21.932
oyster,28.2,93.4,19.0,63.0,2024-12-29 09:23:27.099
oyster,28.2,93.4,18.0,63.0,2024-12-29 09:23:32.255
oyster,28.2,93.6,18.0,63.0,2024-12-29 09:23:37.805
oyster,28.2,93.6,19.0,62.0,2024-12-29 09:23:43.556
oyster,28.2,93.7,18.0,61.0,2024-12-29 09:23:49.004
oyster,28.2,93.7,18.0,61.0,2024-12-29 09:23:54.197
oyster,28.2,93.8,19.0,64.0,2024-12-29 09:23:59.537
oyster,28.3,93.7,18.0,62.0,2024-12-29 09:24:04.786
oyster,28.3,93.8,18.0,61.0,2024-12-29 09:24:10.497
oyster,28.3,93.9,18.0,61.0,2024-12-29 09:24:15.664
oyster,28.2,93.9,18.0,62.0,2024-12-29 09:24:20.844
oyster,28.3,93.8,19.0,62.0,2024-12-29 09:24:25.999
oyster,28.3,94.0,18.0,60.0,2024-12-29 09:24:31.569
oyster,28.3,93.8,18.0,61.0,2024-12-29 09:24:36.704
oyster,28.3,93.9,19.0,62.0,2024-12-29 09:24:42.043
oyster,28.3,94.0,18.0,60.0,2024-12-29 09:24:47.228
oyster,28.3,93.9,18.0,61.0,2024-12-29 09:24:53.021
oyster,28.3,94.0,18.0,61.0,2024-12-29 09:24:58.594
oyster,28.3,94.0,18.0,60.0,2024-12-29 09:25:03.966
oyster,28.3,94.0,18.0,60.0,2024-12-29 09:25:09.557
oyster,28.3,94.0,18.0,60.0,2024-12-29 09:25:15.017
oyster,28.4,94.0,18.0,62.0,2024-12-29 09:25:20.627
oyster,28.4,94.1,18.0,61.0,2024-12-29 09:25:26.252
oyster,28.4,94.0,18.0,62.0,2024-12-29 09:25:31.994
oyster,28.4,94.1,18.0,61.0,2024-12-29 09:25:37.216
oyster,28.4,94.0,18.0,62.0,2024-12-29 09:25:42.580
oyster,28.3,94.1,19.0,61.0,2024-12-29 09:25:48.022
oyster,28.4,94.1,19.0,61.0,2024-12-29 09:25:53.188
oyster,28.4,94.1,18.0,61.0,2024-12-29 09:25:58.618
oyster,28.4,94.1,18.0,61.0,2024-12-29 09:26:03.920
oyster,28.4,94.1,18.0,60.0,2024-12-29 09:26:09.214
oyster,28.4,94.1,18.0,61.0,2024-12-29 09:26:14.663
oyster,28.4,94.0,18.0,62.0,2024-12-29 09:26:20.363
oyster,28.4,94.0,18.0,62.0,2024-12-29 09:26:25.507
oyster,28.4,94.1,18.0,60.0,2024-12-29 09:26:30.967
oyster,28.4,94.0,18.0,62.0,2024-12-29 09:26:36.401
oyster,28.4,94.0,18.0,62.0,2024-12-29 09:26:41.872
oyster,28.4,94.0,18.0,62.0,2024-12-29 09:26:50.324
oyster,28.5,94.0,18.0,61.0,2024-12-29 09:26:55.778
oyster,28.4,94.1,19.0,62.0,2024-12-29 09:27:01.218
oyster,28.4,94.2,18.0,62.0,2024-12-29 09:27:06.618
oyster,28.4,94.1,18.0,61.0,2024-12-29 09:27:11.947
oyster,28.4,94.0,18.0,63.0,2024-12-29 09:27:17.452
oyster,28.4,94.0,19.0,63.0,2024-12-29 09:27:23.125
oyster,28.4,94.0,18.0,63.0,2024-12-29 09:27:28.613
oyster,28.4,94.1,18.0,62.0,2024-12-29 09:27:34.059
oyster,28.5,94.0,18.0,61.0,2024-12-29 09:27:39.280
oyster,28.5,94.0,18.0,60.0,2024-12-29 09:27:44.618
oyster,28.5,94.1,18.0,61.0,2024-12-29 09:27:49.778
oyster,28.5,94.0,18.0,61.0,2024-12-29 09:27:55.073
oyster,28.4,94.1,18.0,61.0,2024-12-29 09:28:00.217
oyster,28.5,94.2,18.0,60.0,2024-12-29 09:28:05.629
oyster,28.5,94.1,18.0,61.0,2024-12-29 09:28:11.131
oyster,28.5,94.1,19.0,61.0,2024-12-29 09:28:16.580
oyster,28.5,94.0,18.0,60.0,2024-12-29 09:28:22.083
oyster,28.5,94.1,18.0,60.0,2024-12-29 09:28:27.415
oyster,28.5,94.0,19.0,61.0,2024-12-29 09:28:33.030
oyster,28.5,94.1,18.0,61.0,2024-12-29 09:28:38.866
oyster,28.5,94.1,18.0,61.0,2024-12-29 09:28:44.502
oyster,28.5,94.0,18.0,61.0,2024-12-29 09:28:50.136
oyster,28.5,94.0,19.0,62.0,2024-12-29 09:28:55.387
oyster,28.5,94.1,18.0,61.0,2024-12-29 09:29:00.875
oyster,28.5,94.0,18.0,61.0,2024-12-29 09:29:06.421
oyster,28.5,94.0,18.0,61.0,2024-12-29 09:29:11.841
oyster,28.5,94.0,18.0,61.0,2024-12-29 09:29:17.454
oyster,28.5,93.9,19.0,63.0,2024-12-29 09:29:23.000
oyster,28.5,93.9,19.0,62.0,2024-12-29 09:29:28.555
oyster,28.5,94.1,18.0,61.0,2024-12-29 09:29:34.422
oyster,28.5,93.9,18.0,63.0,2024-12-29 09:29:39.616
oyster,28.5,94.0,19.0,62.0,2024-12-29 09:29:44.926
oyster,28.5,94.1,18.0,61.0,2024-12-29 09:29:50.537
oyster,28.5,94.0,18.0,62.0,2024-12-29 09:29:56.071
oyster,28.5,94.2,18.0,60.0,2024-12-29 09:30:01.544
oyster,28.5,94.1,18.0,61.0,2024-12-29 09:30:07.166
oyster,28.5,94.1,18.0,61.0,2024-12-29 09:30:12.906
oyster,28.5,94.1,18.0,61.0,2024-12-29 09:30:18.115
oyster,28.5,94.1,18.0,61.0,2024-12-29 09:30:23.487
oyster,28.5,94.2,19.0,59.0,2024-12-29 09:30:29.430
oyster,28.6,94.1,18.0,60.0,2024-12-29 09:30:34.811
oyster,28.5,94.2,18.0,60.0,2024-12-29 09:30:40.120
oyster,28.6,94.2,18.0,62.0,2024-12-29 09:30:45.395
oyster,28.6,94.2,19.0,63.0,2024-12-29 09:30:50.550
oyster,28.6,94.2,19.0,62.0,2024-12-29 09:30:55.911
oyster,28.6,94.2,18.0,63.0,2024-12-29 09:31:01.714
oyster,28.6,94.2,18.0,63.0,2024-12-29 09:31:07.352
oyster,28.6,94.3,18.0,61.0,2024-12-29 09:31:12.711
oyster,28.6,94.2,19.0,63.0,2024-12-29 09:31:17.903
oyster,28.6,94.3,18.0,61.0,2024-12-29 09:31:23.328
oyster,28.6,94.3,18.0,62.0,2024-12-29 09:31:28.873
oyster,28.6,94.3,18.0,60.0,2024-12-29 09:31:34.242
oyster,28.6,94.3,18.0,61.0,2024-12-29 09:31:39.648
oyster,28.6,94.4,18.0,62.0,2024-12-29 09:31:45.353
oyster,28.6,94.3,18.0,61.0,2024-12-29 09:31:50.659
oyster,28.6,94.3,18.0,61.0,2024-12-29 09:31:55.883
oyster,28.6,94.4,18.0,62.0,2024-12-29 09:32:01.124
oyster,28.6,94.4,18.0,62.0,2024-12-29 09:32:06.402
oyster,28.6,94.3,18.0,61.0,2024-12-29 09:32:11.770
oyster,28.6,94.2,19.0,63.0,2024-12-29 09:32:17.237
oyster,28.7,94.3,18.0,61.0,2024-12-29 09:32:22.733
oyster,28.6,94.2,19.0,63.0,2024-12-29 09:32:28.070
oyster,28.6,94.3,18.0,62.0,2024-12-29 09:32:33.518
oyster,28.6,94.3,18.0,62.0,2024-12-29 09:32:38.913
oyster,28.6,94.2,18.0,63.0,2024-12-29 09:32:44.132
oyster,28.6,94.3,19.0,61.0,2024-12-29 09:32:49.299
oyster,28.6,94.2,19.0,63.0,2024-12-29 09:32:54.686
oyster,28.7,94.0,18.0,60.0,2024-12-29 09:33:00.073
oyster,28.6,94.2,19.0,63.0,2024-12-29 09:33:05.559
oyster,28.7,94.2,18.0,61.0,2024-12-29 09:33:11.368
oyster,28.6,94.2,18.0,63.0,2024-12-29 09:33:16.709
oyster,28.6,94.2,18.0,63.0,2024-12-29 09:33:22.239
oyster,28.6,94.3,18.0,62.0,2024-12-29 09:33:27.952
oyster,28.7,94.3,18.0,61.0,2024-12-29 09:33:33.428
oyster,28.6,94.1,18.0,61.0,2024-12-29 09:33:38.937
oyster,28.6,94.2,19.0,64.0,2024-12-29 09:33:44.437
oyster,28.7,94.2,18.0,61.0,2024-12-29 09:33:49.894
oyster,28.7,94.2,18.0,61.0,2024-12-29 09:33:55.744
oyster,28.6,94.0,18.0,61.0,2024-12-29 09:34:01.350
oyster,28.7,94.0,18.0,59.0,2024-12-29 09:34:06.955
oyster,28.6,94.2,18.0,63.0,2024-12-29 09:34:12.109
oyster,28.6,94.3,19.0,62.0,2024-12-29 09:34:17.518
oyster,28.7,94.3,18.0,60.0,2024-12-29 09:34:23.040
oyster,28.7,94.2,18.0,61.0,2024-12-29 09:34:28.479
oyster,28.6,94.2,18.0,63.0,2024-12-29 09:34:34.102
oyster,28.7,94.2,19.0,62.0,2024-12-29 09:34:39.426
oyster,28.7,94.3,18.0,61.0,2024-12-29 09:34:44.846
oyster,28.7,94.3,18.0,61.0,2024-12-29 09:34:50.388
oyster,28.6,94.3,18.0,61.0,2024-12-29 09:34:56.242
oyster,28.6,94.3,18.0,61.0,2024-12-29 09:35:01.648
oyster,27.5,77.5,17.0,0.0,2024-12-29 09:49:30.240
oyster,27.6,77.4,21.0,76.0,2024-12-29 09:49:35.459
oyster,27.6,77.4,21.0,76.0,2024-12-29 09:49:40.805
oyster,27.6,77.2,21.0,77.0,2024-12-29 09:49:46.205
oyster,27.6,77.0,21.0,76.0,2024-12-29 09:49:51.979
oyster,27.7,77.5,21.0,77.0,2024-12-29 09:49:57.876
oyster,27.7,77.6,21.0,75.0,2024-12-29 09:50:03.418
oyster,27.7,77.8,20.0,73.0,2024-12-29 09:50:09.159
oyster,27.7,77.3,21.0,74.0,2024-12-29 09:50:14.593
oyster,27.7,77.0,21.0,73.0,2024-12-29 09:50:20.122
oyster,27.7,77.0,20.0,71.0,2024-12-29 09:50:25.271
oyster,27.7,77.5,21.0,75.0,2024-12-29 09:50:30.892
oyster,27.8,77.5,21.0,74.0,2024-12-29 09:50:36.145
oyster,27.8,77.4,21.0,76.0,2024-12-29 09:50:41.270
oyster,27.8,77.2,20.0,71.0,2024-12-29 09:50:46.534
oyster,27.8,77.1,20.0,71.0,2024-12-29 09:50:51.943
oyster,27.8,76.9,20.0,70.0,2024-12-29 09:50:57.716
oyster,27.8,76.8,20.0,71.0,2024-12-29 09:51:03.153
oyster,27.8,76.4,20.0,71.0,2024-12-29 09:51:08.661
oyster,27.8,76.7,20.0,72.0,2024-12-29 09:51:14.185
oyster,27.8,76.6,20.0,69.0,2024-12-29 09:51:19.540
oyster,27.8,76.3,20.0,72.0,2024-12-29 09:51:25.452
oyster,27.8,76.7,19.0,70.0,2024-12-29 09:51:30.903
oyster,27.8,76.9,20.0,70.0,2024-12-29 09:51:36.294
oyster,27.8,77.1,19.0,69.0,2024-12-29 09:51:41.879
oyster,27.8,77.1,20.0,69.0,2024-12-29 09:51:47.685
oyster,27.8,77.5,19.0,70.0,2024-12-29 09:51:53.423
oyster,27.8,77.5,20.0,71.0,2024-12-29 09:51:58.922
oyster,27.8,77.6,20.0,70.0,2024-12-29 09:52:04.775
oyster,27.8,77.8,20.0,70.0,2024-12-29 09:52:10.183
oyster,27.8,78.1,20.0,68.0,2024-12-29 09:52:16.146
oyster,27.9,78.3,20.0,68.0,2024-12-29 09:52:21.487
oyster,27.9,78.4,20.0,67.0,2024-12-29 09:52:26.895
oyster,27.9,78.6,19.0,67.0,2024-12-29 09:52:32.351
oyster,27.9,78.8,19.0,66.0,2024-12-29 09:52:37.629
oyster,27.9,79.4,20.0,67.0,2024-12-29 09:52:42.955
oyster,27.9,80.2,19.0,66.0,2024-12-29 09:52:48.726
oyster,28.0,81.0,19.0,68.0,2024-12-29 09:52:54.570
oyster,27.9,81.7,20.0,68.0,2024-12-29 09:52:59.856
oyster,28.0,82.1,19.0,67.0,2024-12-29 09:53:05.512
oyster,28.0,82.5,19.0,67.0,2024-12-29 09:53:10.971
oyster,28.0,81.0,19.0,68.0,2024-12-29 09:53:16.552
oyster,28.0,79.6,19.0,68.0,2024-12-29 09:53:21.716
oyster,28.0,78.2,19.0,68.0,2024-12-29 09:53:27.421
oyster,28.0,77.4,20.0,69.0,2024-12-29 09:53:32.770
oyster,28.0,77.1,19.0,66.0,2024-12-29 09:53:38.263
oyster,28.0,76.6,18.0,66.0,2024-12-29 09:53:43.484
oyster,28.0,76.6,19.0,67.0,2024-12-29 09:53:48.920
oyster,28.0,76.6,20.0,67.0,2024-12-29 09:53:54.437
oyster,28.0,76.7,19.0,67.0,2024-12-29 09:54:00.172
oyster,28.0,76.7,19.0,66.0,2024-12-29 09:54:05.634
oyster,28.1,76.6,19.0,66.0,2024-12-29 09:54:11.556
oyster,28.0,76.1,19.0,67.0,2024-12-29 09:54:17.082
oyster,28.0,76.1,19.0,68.0,2024-12-29 09:54:22.438
oyster,28.0,76.1,19.0,67.0,2024-12-29 09:54:27.930
oyster,28.0,76.1,19.0,67.0,2024-12-29 09:54:33.337
oyster,28.0,76.1,19.0,67.0,2024-12-29 09:54:39.128
oyster,28.0,76.0,18.0,65.0,2024-12-29 09:54:44.625
oyster,28.0,76.2,19.0,66.0,2024-12-29 09:54:50.171
oyster,28.1,76.3,19.0,64.0,2024-12-29 09:54:55.866
oyster,28.0,76.2,19.0,66.0,2024-12-29 09:55:01.095
oyster,28.1,76.2,19.0,65.0,2024-12-29 09:55:06.728
oyster,28.0,76.2,18.0,65.0,2024-12-29 09:55:12.051
oyster,28.1,76.1,19.0,65.0,2024-12-29 09:55:17.578
oyster,28.1,76.4,19.0,66.0,2024-12-29 09:55:22.918
oyster,28.1,76.2,19.0,65.0,2024-12-29 09:55:28.079
oyster,28.1,76.2,19.0,65.0,2024-12-29 09:55:33.369
oyster,28.1,76.4,19.0,66.0,2024-12-29 09:55:39.557
oyster,28.1,76.2,18.0,64.0,2024-12-29 09:55:45.278
oyster,28.1,76.6,19.0,64.0,2024-12-29 09:55:50.843
oyster,28.1,76.4,19.0,65.0,2024-12-29 09:55:56.731
oyster,28.1,76.5,19.0,64.0,2024-12-29 09:56:02.390
oyster,28.1,76.6,19.0,64.0,2024-12-29 09:56:07.983
oyster,28.1,76.4,19.0,66.0,2024-12-29 09:56:13.338
oyster,28.1,76.2,19.0,64.0,2024-12-29 09:56:19.342
oyster,28.1,76.4,18.0,65.0,2024-12-29 09:56:24.768
oyster,28.1,76.6,19.0,64.0,2024-12-29 09:56:30.129
oyster,28.1,76.6,19.0,65.0,2024-12-29 09:56:35.310
oyster,28.1,76.6,19.0,64.0,2024-12-29 09:56:40.539
oyster,28.1,76.6,19.0,64.0,2024-12-29 09:56:45.840
oyster,28.2,76.7,19.0,63.0,2024-12-29 09:56:50.971
oyster,28.1,76.7,19.0,63.0,2024-12-29 09:56:56.116
oyster,28.1,76.8,19.0,64.0,2024-12-29 09:57:01.334
oyster,28.2,77.0,19.0,66.0,2024-12-29 09:57:07.078
oyster,28.1,77.0,19.0,62.0,2024-12-29 09:57:12.925
oyster,28.2,77.1,19.0,65.0,2024-12-29 09:57:19.285
oyster,28.2,77.3,19.0,64.0,2024-12-29 09:57:25.164
oyster,28.1,77.7,19.0,64.0,2024-12-29 09:57:30.569
oyster,28.1,78.2,18.0,63.0,2024-12-29 09:57:35.902
oyster,28.2,78.6,19.0,65.0,2024-12-29 09:57:41.397
oyster,28.2,79.2,18.0,62.0,2024-12-29 09:57:46.835
oyster,28.2,79.6,18.0,64.0,2024-12-29 09:57:52.062
oyster,28.2,80.0,19.0,62.0,2024-12-29 09:57:57.531
oyster,28.2,80.7,19.0,64.0,2024-12-29 09:58:02.905
oyster,28.2,81.5,19.0,62.0,2024-12-29 09:58:08.311
oyster,28.2,81.8,19.0,66.0,2024-12-29 09:58:13.719
oyster,28.2,81.8,19.0,66.0,2024-12-29 09:58:19.260
oyster,28.2,82.1,19.0,63.0,2024-12-29 09:58:24.863
oyster,28.2,82.3,18.0,62.0,2024-12-29 09:58:31.134
oyster,28.2,82.7,18.0,62.0,2024-12-29 09:58:36.756
oyster,28.2,82.7,18.0,62.0,2024-12-29 09:58:42.212
oyster,28.3,82.7,18.0,61.0,2024-12-29 09:58:47.956
oyster,28.3,82.6,19.0,63.0,2024-12-29 09:58:53.472
oyster,28.3,82.8,19.0,62.0,2024-12-29 09:58:59.118
oyster,28.3,83.0,19.0,61.0,2024-12-29 09:59:04.722
oyster,28.3,83.1,19.0,61.0,2024-12-29 09:59:10.372
oyster,28.3,83.3,18.0,65.0,2024-12-29 09:59:15.766
oyster,28.3,83.4,18.0,63.0,2024-12-29 09:59:21.325
oyster,28.2,83.4,19.0,66.0,2024-12-29 09:59:26.539
oyster,28.3,83.7,19.0,64.0,2024-12-29 09:59:31.724
oyster,28.3,83.8,18.0,63.0,2024-12-29 09:59:37.039
oyster,28.3,82.8,18.0,61.0,2024-12-29 09:59:43.816
oyster,28.3,81.0,19.0,64.0,2024-12-29 09:59:49.151
oyster,28.3,80.0,17.0,60.0,2024-12-29 09:59:54.725
oyster,28.3,79.4,18.0,61.0,2024-12-29 10:00:00.239
oyster,28.3,78.4,19.0,62.0,2024-12-29 10:00:05.577
oyster,28.3,78.0,19.0,62.0,2024-12-29 10:00:11.186
oyster,28.3,78.0,18.0,63.0,2024-12-29 10:00:16.621
oyster,28.3,78.0,19.0,63.0,2024-12-29 10:00:22.067
oyster,28.3,78.5,19.0,65.0,2024-12-29 10:00:27.485
oyster,28.3,77.6,19.0,62.0,2024-12-29 10:00:32.776
oyster,28.2,77.3,19.0,64.0,2024-12-29 10:00:38.055
oyster,28.3,77.0,19.0,64.0,2024-12-29 10:00:43.427
oyster,28.3,76.2,19.0,64.0,2024-12-29 10:00:49.199
oyster,28.3,76.3,18.0,61.0,2024-12-29 10:00:54.713
oyster,28.3,76.1,18.0,61.0,2024-12-29 10:01:00.386
oyster,28.3,76.1,18.0,61.0,2024-12-29 10:01:05.893
oyster,28.3,76.5,18.0,60.0,2024-12-29 10:01:11.194
oyster,28.3,76.6,18.0,62.0,2024-12-29 10:01:17.244
oyster,28.3,76.1,18.0,61.0,2024-12-29 10:01:23.273
oyster,28.3,75.8,18.0,62.0,2024-12-29 10:01:29.019
oyster,28.3,75.5,19.0,63.0,2024-12-29 10:01:34.450
oyster,28.3,75.4,18.0,64.0,2024-12-29 10:01:39.955
oyster,28.3,75.6,19.0,63.0,2024-12-29 10:01:45.782
oyster,28.3,75.9,19.0,62.0,2024-12-29 10:01:51.334
oyster,28.4,75.6,19.0,62.0,2024-12-29 10:01:57.356
oyster,28.4,75.3,19.0,65.0,2024-12-29 10:02:02.939
oyster,28.3,75.3,18.0,61.0,2024-12-29 10:02:08.344
oyster,28.4,75.4,19.0,64.0,2024-12-29 10:02:14.288
oyster,28.4,75.1,19.0,63.0,2024-12-29 10:02:19.438
oyster,28.3,75.5,19.0,62.0,2024-12-29 10:02:24.783
oyster,28.4,75.5,18.0,62.0,2024-12-29 10:02:29.926
oyster,28.4,75.5,19.0,63.0,2024-12-29 10:02:35.596
oyster,28.4,75.4,18.0,63.0,2024-12-29 10:02:41.024
oyster,28.4,75.4,18.0,62.0,2024-12-29 10:02:46.179
oyster,28.3,75.5,18.0,62.0,2024-12-29 10:02:51.689
oyster,28.4,76.3,18.0,63.0,2024-12-29 10:02:56.986
oyster,28.4,76.9,19.0,64.0,2024-12-29 10:03:02.197
oyster,28.4,77.4,19.0,63.0,2024-12-29 10:03:07.425
oyster,28.4,77.9,18.0,62.0,2024-12-29 10:03:12.835
oyster,28.4,78.4,19.0,64.0,2024-12-29 10:03:18.029
oyster,28.4,78.7,18.0,60.0,2024-12-29 10:03:23.394
oyster,28.4,79.0,17.0,60.0,2024-12-29 10:03:28.875
oyster,28.4,79.3,18.0,62.0,2024-12-29 10:03:34.985
oyster,28.4,78.3,18.0,59.0,2024-12-29 10:03:40.784
oyster,28.4,77.2,19.0,64.0,2024-12-29 10:03:46.113
oyster,28.4,77.7,19.0,62.0,2024-12-29 10:03:51.609
oyster,28.5,77.9,18.0,61.0,2024-12-29 10:03:56.800
oyster,28.4,77.1,17.0,61.0,2024-12-29 10:04:02.229
oyster,28.4,75.9,18.0,62.0,2024-12-29 10:04:07.721
oyster,28.4,75.2,18.0,61.0,2024-12-29 10:04:13.181
oyster,28.4,74.9,19.0,63.0,2024-12-29 10:04:18.519
oyster,28.4,74.8,19.0,62.0,2024-12-29 10:04:24.015
oyster,28.4,74.6,19.0,63.0,2024-12-29 10:04:29.286
oyster,28.4,74.1,18.0,63.0,2024-12-29 10:04:34.917
oyster,28.4,74.6,18.0,62.0,2024-12-29 10:04:40.334
oyster,28.4,74.7,19.0,64.0,2024-12-29 10:04:45.520
oyster,28.4,75.0,19.0,61.0,2024-12-29 10:04:50.876
oyster,28.4,74.7,18.0,62.0,2024-12-29 10:04:56.316
oyster,28.4,74.1,19.0,64.0,2024-12-29 10:05:01.791
oyster,28.4,74.4,18.0,61.0,2024-12-29 10:05:07.245
oyster,28.4,74.4,18.0,62.0,2024-12-29 10:05:12.760
oyster,28.5,74.3,19.0,61.0,2024-12-29 10:05:18.475
oyster,28.4,74.5,18.0,63.0,2024-12-29 10:05:24.111
oyster,28.4,75.2,17.0,58.0,2024-12-29 10:05:29.468
oyster,28.4,75.4,19.0,63.0,2024-12-29 10:05:34.824
oyster,28.4,75.3,18.0,63.0,2024-12-29 10:05:43.283
oyster,28.4,75.9,19.0,62.0,2024-12-29 10:05:48.814
oyster,28.4,76.0,18.0,61.0,2024-12-29 10:05:53.965
oyster,28.5,76.7,18.0,59.0,2024-12-29 10:05:59.370
oyster,28.4,76.5,19.0,62.0,2024-12-29 10:06:04.494
oyster,28.4,76.4,18.0,60.0,2024-12-29 10:06:10.139
oyster,28.4,76.2,19.0,62.0,2024-12-29 10:06:15.630
oyster,28.4,75.8,18.0,61.0,2024-12-29 10:06:21.048
oyster,28.4,75.3,17.0,62.0,2024-12-29 10:06:26.221
oyster,28.4,74.5,19.0,65.0,2024-12-29 10:06:31.702
oyster,28.4,74.8,18.0,61.0,2024-12-29 10:06:37.329
oyster,28.4,75.0,18.0,61.0,2024-12-29 10:06:44.215
oyster,28.4,74.3,19.0,63.0,2024-12-29 10:06:49.478
oyster,28.4,74.2,18.0,62.0,2024-12-29 10:06:55.241
oyster,28.4,74.8,19.0,62.0,2024-12-29 10:07:00.673
oyster,28.4,74.9,19.0,63.0,2024-12-29 10:07:06.207
oyster,28.4,75.0,19.0,62.0,2024-12-29 10:07:12.177
oyster,28.5,75.1,18.0,60.0,2024-12-29 10:07:17.703
oyster,28.4,75.4,19.0,63.0,2024-12-29 10:07:22.862
oyster,28.5,75.7,19.0,62.0,2024-12-29 10:07:28.151
oyster,28.5,76.0,19.0,63.0,2024-12-29 10:07:33.671
oyster,28.5,76.5,19.0,61.0,2024-12-29 10:07:39.229
oyster,28.4,77.1,19.0,62.0,2024-12-29 10:07:44.957
oyster,28.5,77.4,18.0,61.0,2024-12-29 10:07:50.240
oyster,28.5,77.7,18.0,61.0,2024-12-29 10:07:55.794
oyster,28.5,78.0,18.0,60.0,2024-12-29 10:08:01.316
oyster,28.5,79.5,18.0,60.0,2024-12-29 10:08:06.464
oyster,28.5,81.9,18.0,62.0,2024-12-29 10:08:11.772
oyster,28.5,83.3,19.0,63.0,2024-12-29 10:08:20.087
oyster,28.5,85.0,19.0,60.0,2024-12-29 10:08:25.236
oyster,28.5,85.8,17.0,58.0,2024-12-29 10:08:30.705
oyster,28.5,86.5,19.0,63.0,2024-12-29 10:08:36.867
oyster,28.5,87.3,19.0,62.0,2024-12-29 10:08:42.384
oyster,28.5,87.7,19.0,60.0,2024-12-29 10:08:47.791
oyster,28.6,88.3,18.0,60.0,2024-12-29 10:08:53.230
oyster,28.6,88.8,18.0,61.0,2024-12-29 10:08:58.751
oyster,28.5,89.0,18.0,60.0,2024-12-29 10:09:04.016
oyster,28.6,89.4,18.0,62.0,2024-12-29 10:09:09.302
oyster,28.6,89.8,19.0,62.0,2024-12-29 10:09:14.621
oyster,28.6,90.1,18.0,60.0,2024-12-29 10:09:20.117
oyster,28.6,90.1,18.0,60.0,2024-12-29 10:09:25.819
